#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ARHGAP23	IQGAP3	9606.ENSP00000481862	9606.ENSP00000354451	0	0	0	0	0.056	0	0	0.690	0.695
ARHGAP36	IGSF1	9606.ENSP00000276211	9606.ENSP00000359940	0	0	0	0	0.214	0	0	0.432	0.535
ARNTL	NR1D1	9606.ENSP00000384517	9606.ENSP00000246672	0	0	0	0	0	0.149	0.900	0.928	0.993
ASAH2	B4GALT6	9606.ENSP00000378897	9606.ENSP00000306459	0	0	0	0	0	0	0	0.459	0.459
ASAH2	PPAP2C	9606.ENSP00000378897	9606.ENSP00000329697	0	0	0	0	0	0	0.900	0.128	0.909
ATF5	TRIB3	9606.ENSP00000396954	9606.ENSP00000217233	0	0	0	0	0.087	0.507	0	0.476	0.744
ATF5	CCND1	9606.ENSP00000396954	9606.ENSP00000227507	0	0	0	0	0.062	0	0	0.451	0.463
ATF5	KLHDC8A	9606.ENSP00000396954	9606.ENSP00000356124	0	0	0	0	0	0	0	0.493	0.493
ATF5	LZTS1	9606.ENSP00000396954	9606.ENSP00000370981	0	0	0	0	0	0	0	0.579	0.579
B3GAT1	VCAN	9606.ENSP00000433847	9606.ENSP00000265077	0	0	0	0	0	0	0.900	0.064	0.902
B3GAT1	TNC	9606.ENSP00000433847	9606.ENSP00000265131	0	0	0	0	0	0	0	0.464	0.463
B3GAT1	CD1A	9606.ENSP00000433847	9606.ENSP00000289429	0	0	0	0	0	0	0	0.517	0.517
B3GAT1	CSPG4	9606.ENSP00000433847	9606.ENSP00000312506	0	0	0	0	0	0	0.900	0.097	0.905
B3GAT1	SDC4	9606.ENSP00000433847	9606.ENSP00000361818	0	0	0	0	0	0	0.900	0.142	0.910
B3GAT1	MAG	9606.ENSP00000433847	9606.ENSP00000376048	0	0	0	0	0.212	0	0	0.384	0.494
B3GNT3	B4GALNT3	9606.ENSP00000321874	9606.ENSP00000266383	0	0	0	0	0.088	0	0	0.506	0.530
B3GNT3	CHST2	9606.ENSP00000321874	9606.ENSP00000307911	0	0	0	0	0	0	0	0.529	0.529
B3GNT3	AGR2	9606.ENSP00000321874	9606.ENSP00000391490	0	0	0	0	0.347	0	0	0.233	0.477
B3GNT3	HS6ST2	9606.ENSP00000321874	9606.ENSP00000429473	0	0	0	0	0	0	0	0.503	0.503
B3GNT3	MUC21	9606.ENSP00000321874	9606.ENSP00000365473	0	0	0	0	0	0	0.900	0.188	0.915
B3GNT3	MUC1	9606.ENSP00000321874	9606.ENSP00000484824	0	0	0	0	0.152	0	0.900	0.247	0.930
B3GNT3	FUT2	9606.ENSP00000321874	9606.ENSP00000387498	0	0	0	0	0.049	0	0.900	0.439	0.942
B3GNT7	SLCO4A1	9606.ENSP00000287590	9606.ENSP00000217159	0	0	0	0	0.062	0	0	0.419	0.431
B3GNT7	NT5E	9606.ENSP00000287590	9606.ENSP00000257770	0	0	0	0	0	0	0	0.536	0.536
B3GNT7	MUC21	9606.ENSP00000287590	9606.ENSP00000365473	0	0	0	0	0	0	0.900	0	0.900
B3GNT7	MUC1	9606.ENSP00000287590	9606.ENSP00000484824	0	0	0	0	0	0	0.900	0.101	0.906
B3GNT8	MUC1	9606.ENSP00000312700	9606.ENSP00000484824	0	0	0	0	0	0	0.900	0	0.900
B3GNT8	MUC21	9606.ENSP00000312700	9606.ENSP00000365473	0	0	0	0	0	0	0.900	0	0.900
B4GALNT3	B3GNT3	9606.ENSP00000266383	9606.ENSP00000321874	0	0	0	0	0.088	0	0	0.506	0.530
B4GALT6	ASAH2	9606.ENSP00000306459	9606.ENSP00000378897	0	0	0	0	0	0	0	0.459	0.459
B4GALT6	MUC21	9606.ENSP00000306459	9606.ENSP00000365473	0	0	0	0	0	0	0.900	0	0.900
B4GALT6	MUC1	9606.ENSP00000306459	9606.ENSP00000484824	0	0	0	0	0	0	0.900	0.053	0.901
BBC3	HRK	9606.ENSP00000404503	9606.ENSP00000257572	0	0	0	0	0	0	0	0.633	0.633
BBC3	TP63	9606.ENSP00000404503	9606.ENSP00000264731	0	0	0	0	0	0	0.900	0.154	0.911
BBC3	ZMAT3	9606.ENSP00000404503	9606.ENSP00000311221	0	0	0	0	0	0	0	0.469	0.469
BBC3	BID	9606.ENSP00000404503	9606.ENSP00000318822	0	0	0	0	0	0	0.800	0.616	0.919
BBC3	PMAIP1	9606.ENSP00000404503	9606.ENSP00000326119	0	0	0	0	0	0	0.800	0.759	0.949
BBC3	E2F1	9606.ENSP00000404503	9606.ENSP00000345571	0	0	0	0	0.063	0	0.900	0.161	0.914
BCAT1	PC	9606.ENSP00000443459	9606.ENSP00000377532	0	0	0	0	0.050	0	0	0.440	0.445
BEAN1	SPTBN2	9606.ENSP00000442793	9606.ENSP00000432568	0	0	0	0	0	0	0	0.484	0.484
BID	CTSH	9606.ENSP00000318822	9606.ENSP00000220166	0	0	0	0	0	0	0.600	0	0.600
BID	NOD1	9606.ENSP00000318822	9606.ENSP00000222823	0	0	0	0	0	0	0	0.456	0.456
BID	CTSC	9606.ENSP00000318822	9606.ENSP00000227266	0	0	0	0	0	0	0.600	0	0.600
BID	HRK	9606.ENSP00000318822	9606.ENSP00000257572	0	0	0	0	0	0	0	0.426	0.426
BID	VSTM2L	9606.ENSP00000318822	9606.ENSP00000362560	0	0	0	0	0	0	0	0.448	0.448
BID	PMAIP1	9606.ENSP00000318822	9606.ENSP00000326119	0	0	0	0	0	0	0.800	0.556	0.907
BID	BBC3	9606.ENSP00000318822	9606.ENSP00000404503	0	0	0	0	0	0	0.800	0.616	0.919
BIRC7	TNFRSF21	9606.ENSP00000217169	9606.ENSP00000296861	0	0	0	0	0	0	0	0.520	0.520
BMP1	TIMP1	9606.ENSP00000305714	9606.ENSP00000218388	0	0	0	0	0.097	0	0	0.391	0.426
BMP1	COL1A1	9606.ENSP00000305714	9606.ENSP00000225964	0	0	0	0	0.098	0.302	0.900	0.575	0.969
BMP1	ADAMTS2	9606.ENSP00000305714	9606.ENSP00000251582	0	0	0	0	0.085	0	0	0.595	0.614
BMP1	MMP7	9606.ENSP00000305714	9606.ENSP00000260227	0	0	0	0	0	0	0.500	0.310	0.640
BMP1	LOXL4	9606.ENSP00000305714	9606.ENSP00000260702	0	0	0	0	0.089	0	0.900	0.489	0.949
BMP1	GDF6	9606.ENSP00000305714	9606.ENSP00000287020	0	0	0	0	0.062	0.101	0	0.463	0.507
BMP1	COL1A2	9606.ENSP00000305714	9606.ENSP00000297268	0	0	0	0	0.096	0.056	0.900	0.611	0.962
BMP1	COL3A1	9606.ENSP00000305714	9606.ENSP00000304408	0	0	0	0	0.117	0.496	0.900	0.427	0.971
BMP1	PLXND1	9606.ENSP00000305714	9606.ENSP00000317128	0	0	0	0	0.109	0	0	0.416	0.458
BMP1	PHEX	9606.ENSP00000305714	9606.ENSP00000368682	0	0	0	0	0	0	0	0.497	0.497
BMP1	ADAMTS14	9606.ENSP00000305714	9606.ENSP00000362304	0	0	0	0	0.104	0	0	0.617	0.642
BMP1	FN1	9606.ENSP00000305714	9606.ENSP00000346839	0	0	0	0	0.123	0.059	0	0.760	0.785
BMP1	COL11A1	9606.ENSP00000305714	9606.ENSP00000359114	0	0	0	0	0.062	0.057	0.900	0.296	0.929
BMP1	COL7A1	9606.ENSP00000305714	9606.ENSP00000332371	0	0	0	0	0.111	0.225	0.900	0.310	0.946
BMP1	COL5A2	9606.ENSP00000305714	9606.ENSP00000364000	0	0	0	0	0.107	0.226	0.900	0.365	0.950
BMP1	LOXL2	9606.ENSP00000305714	9606.ENSP00000373783	0	0	0	0	0.090	0	0.900	0.535	0.953
BMP1	LAMB3	9606.ENSP00000305714	9606.ENSP00000375778	0	0	0	0	0.116	0.482	0.900	0.108	0.953
BMP1	COL5A1	9606.ENSP00000305714	9606.ENSP00000360882	0	0	0	0	0.144	0.471	0.900	0.421	0.970
BMP1	POSTN	9606.ENSP00000305714	9606.ENSP00000369071	0	0	0	0	0.108	0	0	0.982	0.983
BNIPL	TPRG1	9606.ENSP00000357927	9606.ENSP00000341031	0	0	0	0	0	0	0	0.547	0.547
BRINP1	OPCML	9606.ENSP00000265922	9606.ENSP00000330862	0	0	0	0	0.364	0	0	0.174	0.452
C11orf80	TMEM132D	9606.ENSP00000354227	9606.ENSP00000408581	0	0	0	0	0	0	0	0.541	0.541
C16orf45	CACNG4	9606.ENSP00000300006	9606.ENSP00000262138	0	0	0	0	0.082	0	0	0.432	0.456
C1orf116	SCEL	9606.ENSP00000352447	9606.ENSP00000302579	0	0	0	0	0.132	0	0	0.347	0.409
C1orf226	ADTRP	9606.ENSP00000413150	9606.ENSP00000229583	0	0	0	0	0	0	0	0.512	0.512
C1orf226	DLG4	9606.ENSP00000413150	9606.ENSP00000382428	0	0	0	0	0.062	0	0	0.408	0.420
C2CD4A	ADAMTS9	9606.ENSP00000347712	9606.ENSP00000418735	0	0	0	0	0.062	0	0	0.391	0.404
C2CD4A	IGF2BP2	9606.ENSP00000347712	9606.ENSP00000371634	0	0	0	0	0	0	0	0.603	0.603
C2CD4B	IGF2BP2	9606.ENSP00000369755	9606.ENSP00000371634	0	0	0	0	0	0	0	0.518	0.518
C2orf81	PPAP2C	9606.ENSP00000290390	9606.ENSP00000329697	0	0	0	0	0	0	0	0.508	0.508
C3	LCN2	9606.ENSP00000245907	9606.ENSP00000362108	0	0	0	0	0.090	0	0	0.380	0.411
C3	SAA1	9606.ENSP00000245907	9606.ENSP00000384906	0	0	0	0	0.125	0	0	0.364	0.419
C3	LRG1	9606.ENSP00000245907	9606.ENSP00000302621	0	0	0	0	0.084	0.105	0	0.394	0.459
C3	ICAM1	9606.ENSP00000245907	9606.ENSP00000264832	0	0	0	0	0.098	0	0	0.468	0.499
C3	CXCL8	9606.ENSP00000245907	9606.ENSP00000306512	0	0	0	0	0.070	0	0	0.577	0.590
C3	APOE	9606.ENSP00000245907	9606.ENSP00000252486	0	0	0	0	0.138	0	0	0.563	0.607
C3	FCN3	9606.ENSP00000245907	9606.ENSP00000270879	0	0	0	0	0.074	0	0	0.661	0.672
C3	FN1	9606.ENSP00000245907	9606.ENSP00000346839	0	0	0	0	0.095	0.293	0	0.562	0.695
C3	CLU	9606.ENSP00000245907	9606.ENSP00000315130	0	0	0	0	0.090	0	0	0.720	0.734
C3	HP	9606.ENSP00000245907	9606.ENSP00000348170	0	0	0	0	0.121	0.152	0	0.736	0.786
C3	SERPINA1	9606.ENSP00000245907	9606.ENSP00000416066	0	0	0	0	0.160	0	0	0.808	0.832
C3	C5AR2	9606.ENSP00000245907	9606.ENSP00000472620	0	0	0	0	0.062	0.264	0.600	0.675	0.898
C3	CD55	9606.ENSP00000245907	9606.ENSP00000356030	0	0	0	0	0	0.800	0.600	0.977	0.998
C3	CFI	9606.ENSP00000245907	9606.ENSP00000378130	0	0	0	0	0.139	0.974	0.800	0.971	0.999
C4orf48	MANEAL	9606.ENSP00000386807	9606.ENSP00000362136	0	0	0	0	0.065	0	0	0.504	0.516
C4orf48	TMEM200A	9606.ENSP00000386807	9606.ENSP00000376224	0	0	0	0	0	0	0	0.464	0.463
C5AR2	C3	9606.ENSP00000472620	9606.ENSP00000245907	0	0	0	0	0.062	0.264	0.600	0.675	0.898
C5AR2	CD55	9606.ENSP00000472620	9606.ENSP00000356030	0	0	0	0	0	0	0	0.460	0.459
CA12	PHYHIP	9606.ENSP00000178638	9606.ENSP00000415491	0	0	0	0	0.062	0	0	0.430	0.442
CA12	KRT19	9606.ENSP00000178638	9606.ENSP00000355124	0	0	0	0	0.102	0	0	0.522	0.552
CA12	GREB1	9606.ENSP00000178638	9606.ENSP00000370896	0	0	0	0	0	0	0	0.557	0.557
CA12	CYP24A1	9606.ENSP00000178638	9606.ENSP00000216862	0	0	0	0	0	0	0	0.856	0.856
CACNB1	KCNJ2	9606.ENSP00000377840	9606.ENSP00000243457	0	0	0	0	0.062	0	0	0.441	0.454
CACNB1	HCN4	9606.ENSP00000377840	9606.ENSP00000261917	0	0	0	0	0.062	0	0	0.393	0.406
CACNB1	CACNG4	9606.ENSP00000377840	9606.ENSP00000262138	0	0	0	0	0.064	0	0.600	0.627	0.848
CACNB1	OPCML	9606.ENSP00000377840	9606.ENSP00000330862	0	0	0	0	0.090	0	0	0.407	0.437
CACNB1	RYR1	9606.ENSP00000377840	9606.ENSP00000352608	0	0	0	0	0.107	0	0.540	0.441	0.750
CACNB1	RASGRF1	9606.ENSP00000377840	9606.ENSP00000405963	0	0	0	0	0.088	0	0.600	0.199	0.682
CACNG4	C16orf45	9606.ENSP00000262138	9606.ENSP00000300006	0	0	0	0	0.082	0	0	0.432	0.456
CACNG4	SHISA6	9606.ENSP00000262138	9606.ENSP00000390084	0	0	0	0	0.088	0	0.540	0	0.562
CACNG4	RASGRF1	9606.ENSP00000262138	9606.ENSP00000405963	0	0	0	0	0.065	0	0.600	0	0.610
CACNG4	DLG4	9606.ENSP00000262138	9606.ENSP00000382428	0	0	0	0	0.097	0.074	0.600	0	0.636
CACNG4	GRIK3	9606.ENSP00000262138	9606.ENSP00000362183	0	0	0	0	0.178	0.212	0.540	0.058	0.681
CACNG4	RYR1	9606.ENSP00000262138	9606.ENSP00000352608	0	0	0	0	0	0	0.720	0.153	0.752
CACNG4	CACNB1	9606.ENSP00000262138	9606.ENSP00000377840	0	0	0	0	0.064	0	0.600	0.627	0.848
CALCB	RAMP1	9606.ENSP00000433490	9606.ENSP00000254661	0	0	0	0	0	0	0.800	0.764	0.950
CALCB	ADM	9606.ENSP00000433490	9606.ENSP00000436607	0	0	0	0	0	0	0.800	0.764	0.950
CBLN1	FAT2	9606.ENSP00000219197	9606.ENSP00000261800	0	0	0	0	0.198	0	0	0.294	0.410
CBLN1	GABRD	9606.ENSP00000219197	9606.ENSP00000367848	0	0	0	0	0.389	0	0	0.074	0.410
CBLN1	PENK	9606.ENSP00000219197	9606.ENSP00000324248	0	0	0	0	0.175	0	0	0.334	0.427
CBLN1	KCNQ3	9606.ENSP00000219197	9606.ENSP00000373648	0	0	0	0	0.152	0	0	0.365	0.438
CBLN1	SHISA6	9606.ENSP00000219197	9606.ENSP00000390084	0	0	0	0	0.338	0	0	0.202	0.449
CBLN1	SCG5	9606.ENSP00000219197	9606.ENSP00000300175	0	0	0	0	0.147	0	0	0.508	0.562
CBLN1	CDH22	9606.ENSP00000219197	9606.ENSP00000437790	0	0	0	0	0.351	0	0	0.528	0.681
CBLN1	NRXN3	9606.ENSP00000219197	9606.ENSP00000451648	0	0	0	0	0.171	0.204	0	0.735	0.810
CBLN4	LAMP5	9606.ENSP00000064571	9606.ENSP00000246070	0	0	0	0	0.200	0	0	0.295	0.412
CBLN4	GABRD	9606.ENSP00000064571	9606.ENSP00000367848	0	0	0	0	0.413	0	0	0	0.413
CBLN4	KCNQ3	9606.ENSP00000064571	9606.ENSP00000373648	0	0	0	0	0.212	0	0	0.413	0.518
CBLN4	CDH22	9606.ENSP00000064571	9606.ENSP00000437790	0	0	0	0	0.367	0	0	0.349	0.570
CBLN4	CPNE4	9606.ENSP00000064571	9606.ENSP00000478878	0	0	0	0	0.172	0	0	0.537	0.601
CBLN4	NRXN3	9606.ENSP00000064571	9606.ENSP00000451648	0	0	0	0	0.178	0.130	0	0.519	0.626
CC2D2B	STK32A	9606.ENSP00000386988	9606.ENSP00000381535	0	0	0	0	0	0	0	0.517	0.517
CC2D2B	CITED1	9606.ENSP00000386988	9606.ENSP00000401764	0	0	0	0	0	0	0	0.452	0.452
CCL13	CXCL17	9606.ENSP00000225844	9606.ENSP00000472467	0	0	0	0	0	0.237	0	0.260	0.411
CCL13	ICAM1	9606.ENSP00000225844	9606.ENSP00000264832	0	0	0	0	0.085	0	0	0.391	0.419
CCL13	SAA1	9606.ENSP00000225844	9606.ENSP00000384906	0	0	0	0	0.062	0	0	0.412	0.424
CCL13	CXCL14	9606.ENSP00000225844	9606.ENSP00000337065	0	0	0	0	0.065	0.237	0	0.392	0.528
CCL13	CXCL8	9606.ENSP00000225844	9606.ENSP00000306512	0	0	0	0	0.083	0	0	0.624	0.641
CCL17	CCL22	9606.ENSP00000219244	9606.ENSP00000219235	0	0	0	0.808	0.110	0	0.800	0.908	0.846
CCL17	ICAM1	9606.ENSP00000219244	9606.ENSP00000264832	0	0	0	0	0	0	0	0.508	0.508
CCL17	CXCL14	9606.ENSP00000219244	9606.ENSP00000337065	0	0	0	0	0	0.237	0	0.463	0.572
CCL17	CXCL17	9606.ENSP00000219244	9606.ENSP00000472467	0	0	0	0	0	0.237	0	0.593	0.676
CCL17	CXCL8	9606.ENSP00000219244	9606.ENSP00000306512	0	0	0	0	0	0	0	0.693	0.693
CCL22	CXCL14	9606.ENSP00000219235	9606.ENSP00000337065	0	0	0	0	0	0	0	0.455	0.455
CCL22	ICAM1	9606.ENSP00000219235	9606.ENSP00000264832	0	0	0	0	0.063	0	0	0.465	0.477
CCL22	DPP4	9606.ENSP00000219235	9606.ENSP00000353731	0	0	0	0	0.062	0.679	0	0.278	0.763
CCL22	CCL17	9606.ENSP00000219235	9606.ENSP00000219244	0	0	0	0.808	0.110	0	0.800	0.908	0.846
CCL22	COL1A2	9606.ENSP00000219235	9606.ENSP00000297268	0	0	0	0	0	0	0.900	0.046	0.900
CCL22	FN1	9606.ENSP00000219235	9606.ENSP00000346839	0	0	0	0	0	0	0.900	0.299	0.926
CCL22	CXCL8	9606.ENSP00000219235	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0.683	0.967
CCND1	FSTL3	9606.ENSP00000227507	9606.ENSP00000166139	0	0	0	0	0.110	0	0	0.398	0.441
CCND1	MMP11	9606.ENSP00000227507	9606.ENSP00000215743	0	0	0	0	0	0	0	0.445	0.445
CCND1	TIMP1	9606.ENSP00000227507	9606.ENSP00000218388	0	0	0	0	0.081	0	0	0.459	0.481
CCND1	WNT3	9606.ENSP00000227507	9606.ENSP00000225512	0	0	0	0	0	0	0	0.524	0.524
CCND1	COL1A1	9606.ENSP00000227507	9606.ENSP00000225964	0	0	0	0	0.152	0	0	0.371	0.443
CCND1	CDH3	9606.ENSP00000227507	9606.ENSP00000264012	0	0	0	0	0	0	0	0.407	0.407
CCND1	TP63	9606.ENSP00000227507	9606.ENSP00000264731	0	0	0	0	0.062	0	0	0.396	0.409
CCND1	SFN	9606.ENSP00000227507	9606.ENSP00000340989	0	0	0	0	0.076	0	0	0.390	0.412
CCND1	GDF15	9606.ENSP00000227507	9606.ENSP00000252809	0	0	0	0	0.110	0	0	0.369	0.414
CCND1	LGALS3	9606.ENSP00000227507	9606.ENSP00000254301	0	0	0	0	0.064	0	0	0.401	0.415
CCND1	TGFA	9606.ENSP00000227507	9606.ENSP00000295400	0	0	0	0	0	0	0	0.418	0.418
CCND1	WISP1	9606.ENSP00000227507	9606.ENSP00000250160	0	0	0	0	0.069	0	0	0.417	0.434
CCND1	ETV4	9606.ENSP00000227507	9606.ENSP00000321835	0	0	0	0	0.139	0	0	0.372	0.436
CCND1	MDK	9606.ENSP00000227507	9606.ENSP00000385451	0	0	0	0	0.098	0	0	0.406	0.441
CCND1	AQP5	9606.ENSP00000227507	9606.ENSP00000293599	0	0	0	0	0.059	0	0	0.441	0.451
CCND1	GREB1	9606.ENSP00000227507	9606.ENSP00000370896	0	0	0	0	0	0	0	0.452	0.452
CCND1	WNT10A	9606.ENSP00000227507	9606.ENSP00000258411	0	0	0	0	0	0	0	0.460	0.460
CCND1	PLAU	9606.ENSP00000227507	9606.ENSP00000361850	0	0	0	0	0.110	0	0	0.422	0.463
CCND1	ATF5	9606.ENSP00000227507	9606.ENSP00000396954	0	0	0	0	0.062	0	0	0.451	0.463
CCND1	JAG2	9606.ENSP00000227507	9606.ENSP00000328169	0	0	0	0	0.065	0	0	0.456	0.470
CCND1	MUC1	9606.ENSP00000227507	9606.ENSP00000484824	0	0	0	0	0.076	0	0	0.457	0.476
CCND1	ICAM1	9606.ENSP00000227507	9606.ENSP00000264832	0	0	0	0	0.062	0	0	0.477	0.489
CCND1	RET	9606.ENSP00000227507	9606.ENSP00000347942	0	0	0	0	0.086	0	0	0.469	0.493
CCND1	PMAIP1	9606.ENSP00000227507	9606.ENSP00000326119	0	0	0	0	0	0	0	0.504	0.504
CCND1	CDT1	9606.ENSP00000227507	9606.ENSP00000301019	0	0	0	0	0.066	0	0	0.504	0.517
CCND1	ENC1	9606.ENSP00000227507	9606.ENSP00000479101	0	0	0	0	0	0	0	0.519	0.519
CCND1	SOX4	9606.ENSP00000227507	9606.ENSP00000244745	0	0	0	0	0	0	0	0.520	0.520
CCND1	HMGA2	9606.ENSP00000227507	9606.ENSP00000437621	0	0	0	0	0.098	0	0	0.496	0.526
CCND1	IGFBP3	9606.ENSP00000227507	9606.ENSP00000370473	0	0	0	0	0.141	0.128	0	0.459	0.559
CCND1	CXCL8	9606.ENSP00000227507	9606.ENSP00000306512	0	0	0	0	0	0	0	0.560	0.560
CCND1	ORAOV1	9606.ENSP00000227507	9606.ENSP00000279147	0	0	0	0	0.138	0	0	0.518	0.566
CCND1	KRT19	9606.ENSP00000227507	9606.ENSP00000355124	0	0	0	0	0.172	0.130	0	0.473	0.587
CCND1	ERBB3	9606.ENSP00000227507	9606.ENSP00000267101	0	0	0	0	0.062	0.081	0	0.610	0.635
CCND1	MET	9606.ENSP00000227507	9606.ENSP00000317272	0	0	0	0	0.139	0	0	0.629	0.667
CCND1	FN1	9606.ENSP00000227507	9606.ENSP00000346839	0	0	0	0	0.183	0	0	0.624	0.679
CCND1	MMP7	9606.ENSP00000227507	9606.ENSP00000260227	0	0	0	0	0	0	0	0.690	0.690
CCND1	CDH2	9606.ENSP00000227507	9606.ENSP00000269141	0	0	0	0	0.080	0	0	0.692	0.705
CCND1	RUNX1	9606.ENSP00000227507	9606.ENSP00000300305	0	0	0	0	0	0.213	0.600	0.186	0.721
CCND1	PGR	9606.ENSP00000227507	9606.ENSP00000325120	0	0	0	0	0	0.501	0	0.684	0.836
CCND1	RUNX2	9606.ENSP00000227507	9606.ENSP00000360493	0	0	0	0	0	0	0.900	0.593	0.957
CCND1	CDKN2B	9606.ENSP00000227507	9606.ENSP00000276925	0	0	0	0	0.062	0	0.900	0.730	0.972
CCND1	E2F1	9606.ENSP00000227507	9606.ENSP00000345571	0	0	0	0	0.078	0.104	0.900	0.715	0.973
CCND1	CDKN2A	9606.ENSP00000227507	9606.ENSP00000418915	0	0	0	0	0.062	0.850	0.900	0.847	0.997
CD109	RHOV	9606.ENSP00000287097	9606.ENSP00000220507	0	0	0	0	0	0.057	0	0.480	0.489
CD109	TMPRSS6	9606.ENSP00000287097	9606.ENSP00000371211	0	0	0	0	0.109	0.134	0	0.296	0.409
CD109	PRSS12	9606.ENSP00000287097	9606.ENSP00000296498	0	0	0	0	0.063	0.134	0	0.347	0.424
CD109	TGFBR1	9606.ENSP00000287097	9606.ENSP00000364133	0	0	0	0	0.062	0	0	0.445	0.457
CD109	ITGA2	9606.ENSP00000287097	9606.ENSP00000296585	0	0	0	0	0.097	0	0	0.424	0.457
CD177	TREM1	9606.ENSP00000479536	9606.ENSP00000244709	0	0	0	0	0.062	0	0	0.424	0.436
CD177	PLAUR	9606.ENSP00000479536	9606.ENSP00000339328	0	0	0	0	0	0	0	0.678	0.678
CD177	EPPK1	9606.ENSP00000479536	9606.ENSP00000484472	0	0	0	0	0	0	0	0.440	0.440
CD1A	ICAM1	9606.ENSP00000289429	9606.ENSP00000264832	0	0	0	0	0.069	0	0	0.562	0.574
CD1A	S100A9	9606.ENSP00000289429	9606.ENSP00000357727	0	0	0	0	0.088	0	0	0.377	0.407
CD1A	CXCL8	9606.ENSP00000289429	9606.ENSP00000306512	0	0	0	0	0	0	0	0.458	0.457
CD1A	B3GAT1	9606.ENSP00000289429	9606.ENSP00000433847	0	0	0	0	0	0	0	0.517	0.517
CD1A	ANPEP	9606.ENSP00000289429	9606.ENSP00000300060	0	0	0	0	0.076	0	0	0.566	0.581
CD1A	CD207	9606.ENSP00000289429	9606.ENSP00000386378	0	0	0	0	0.096	0	0	0.859	0.867
CD207	MPZL2	9606.ENSP00000386378	9606.ENSP00000278937	0	0	0	0	0.062	0	0	0.427	0.439
CD207	CD1A	9606.ENSP00000386378	9606.ENSP00000289429	0	0	0	0	0.096	0	0	0.859	0.867
CD55	C3	9606.ENSP00000356030	9606.ENSP00000245907	0	0	0	0	0	0.800	0.600	0.977	0.998
CD55	CHI3L1	9606.ENSP00000356030	9606.ENSP00000255409	0	0	0	0	0	0.414	0	0.045	0.416
CD55	ICAM1	9606.ENSP00000356030	9606.ENSP00000264832	0	0	0	0	0.069	0	0	0.803	0.809
CD55	CXCL8	9606.ENSP00000356030	9606.ENSP00000306512	0	0	0	0	0.082	0	0	0.390	0.416
CD55	CLU	9606.ENSP00000356030	9606.ENSP00000315130	0	0	0	0	0	0	0	0.502	0.502
CD55	HLA-G	9606.ENSP00000356030	9606.ENSP00000412927	0	0	0	0	0	0	0	0.438	0.438
CD55	C5AR2	9606.ENSP00000356030	9606.ENSP00000472620	0	0	0	0	0	0	0	0.460	0.459
CD55	ENTPD1	9606.ENSP00000356030	9606.ENSP00000360250	0	0	0	0	0	0	0	0.510	0.510
CD55	LY6E	9606.ENSP00000356030	9606.ENSP00000428572	0	0	0	0	0	0	0	0.538	0.538
CD55	CFI	9606.ENSP00000356030	9606.ENSP00000378130	0	0	0	0	0	0	0	0.565	0.565
CD55	SPTBN2	9606.ENSP00000356030	9606.ENSP00000432568	0	0	0	0	0	0	0.600	0.049	0.603
CDA	NT5E	9606.ENSP00000364212	9606.ENSP00000257770	0.295	0	0	0	0.065	0	0.900	0.161	0.937
CDA	UPP1	9606.ENSP00000364212	9606.ENSP00000330032	0.219	0	0	0	0.167	0	0.900	0.645	0.973
CDA	PNP	9606.ENSP00000364212	9606.ENSP00000354532	0.219	0	0.215	0	0.082	0	0.900	0.443	0.962
CDA	GALE	9606.ENSP00000364212	9606.ENSP00000483375	0.290	0	0	0	0	0	0	0.199	0.407
CDC42EP3	F5	9606.ENSP00000295324	9606.ENSP00000356771	0	0	0	0	0	0	0	0.467	0.467
CDC42EP3	CDC42EP5	9606.ENSP00000295324	9606.ENSP00000301200	0	0	0	0	0	0	0.900	0.903	0.989
CDC42EP5	CDC42EP3	9606.ENSP00000301200	9606.ENSP00000295324	0	0	0	0	0	0	0.900	0.903	0.989
CDC42EP5	S100A4	9606.ENSP00000301200	9606.ENSP00000357705	0	0	0	0	0	0	0	0.431	0.431
CDH11	PKP2	9606.ENSP00000268603	9606.ENSP00000070846	0	0	0	0	0.062	0.163	0	0.299	0.401
CDH11	FAP	9606.ENSP00000268603	9606.ENSP00000188790	0	0	0	0	0.345	0	0	0.183	0.442
CDH11	COL1A1	9606.ENSP00000268603	9606.ENSP00000225964	0	0	0	0	0.534	0.056	0	0.414	0.720
CDH11	CDH3	9606.ENSP00000268603	9606.ENSP00000264012	0	0	0	0.773	0	0	0.540	0.790	0.621
CDH11	CDH6	9606.ENSP00000268603	9606.ENSP00000265071	0	0	0	0.959	0.097	0	0.540	0.704	0.579
CDH11	VCAN	9606.ENSP00000268603	9606.ENSP00000265077	0	0	0	0	0.145	0	0	0.362	0.431
CDH11	RUNX2	9606.ENSP00000268603	9606.ENSP00000360493	0	0	0	0	0	0	0	0.414	0.414
CDH11	COL11A1	9606.ENSP00000268603	9606.ENSP00000359114	0	0	0	0	0.263	0.056	0	0.244	0.428
CDH11	COL5A1	9606.ENSP00000268603	9606.ENSP00000360882	0	0	0	0	0.323	0.056	0	0.335	0.537
CDH11	TMEM163	9606.ENSP00000268603	9606.ENSP00000281924	0	0	0	0	0.063	0	0	0.548	0.558
